city_or_county,state_abr,n_rpts_x,n_injured_x,n_killed_x,n_injured_y,n_rpts_y,n_killed_y
Austinville,VA,1,0,0,0,1,0
Autaugaville,AL,5,1,2,1,5,2
Auxvasse,MO,1,0,0,0,1,0
Ava,IL,1,0,0,0,1,0
Ava,MO,2,2,2,2,2,2
Avella,PA,2,1,1,1,2,1
Avenal,CA,7,1,6,1,7,6
Avenel,NJ,2,1,2,1,2,2
Aventura,FL,4,1,2,1,4,2
Avilla,IN,1,0,0,0,1,0
Avis,PA,1,0,1,0,1,1
Avoca,MI,1,0,1,0,1,1
Avoca,NY,1,0,0,0,1,0
Avoca (Greenwood Township),MI,1,0,0,0,1,0
Avon,CO,1,0,0,0,1,0
Avon,IL,1,0,2,0,1,2
Avon,IN,8,3,1,3,8,1
Avon,MA,2,1,0,1,2,0
Avon,ME,2,0,0,0,2,0
Avon,MN,1,1,0,1,1,0
Avon,MS,1,0,0,0,1,0
Avon,OH,6,1,4,1,6,4
Avon,SD,1,1,0,1,1,0
Avon Lake,OH,4,2,0,2,4,0
Avon Park,FL,13,10,2,10,13,2
Avondale,AZ,29,14,19,14,29,19
Avondale,OH,1,1,0,1,1,0
Avondale Estates,GA,2,1,0,1,2,0
Awendaw,SC,6,2,2,2,6,2
Axis,AL,1,1,0,1,1,0
Axton,VA,10,5,6,5,10,6
Ayden,NC,26,15,2,15,26,2
Ayer,MA,3,1,0,1,3,0
Aylett,VA,1,0,2,0,1,2
Aynor,SC,8,2,3,2,8,3
Azalea,OR,3,0,2,0,3,2
Azle,TX,8,2,6,2,8,6
Azle (Pelican Bay),TX,1,1,0,1,1,0
Aztec,NM,7,0,7,0,7,7
Azusa,CA,29,23,9,23,29,9
Babbitt,MN,1,0,0,0,1,0
Babson Park,FL,1,0,0,0,1,0
Babylon,NY,3,0,1,0,3,1
Backus,MN,1,0,0,0,1,0
Bacliff,TX,4,1,2,1,4,2
Baconton,GA,1,0,1,0,1,1
Badger,CA,1,0,1,0,1,1
Badger,MN,1,0,0,0,1,0
Badin,NC,1,0,1,0,1,1
Bagley,MN,1,0,0,0,1,0
Bahama,NC,1,0,0,0,1,0
Bailey,CO,2,2,2,2,2,2
Baileyton,AL,1,0,1,0,1,1
Bainbridge,GA,20,11,6,11,20,6
Bainbridge,NY,1,1,1,1,1,1
Bainbridge,OH,1,0,0,0,1,0
Bainbridge Island,WA,2,1,1,1,2,1
Baird,TX,1,0,1,0,1,1
Baker,CA,1,0,0,0,1,0
Baker,FL,7,0,2,0,7,2
Baker,LA,25,5,14,5,25,14
Baker (county),FL,1,0,0,0,1,0
Baker City,OR,9,3,2,3,9,2
Bakersfield,CA,605,305,153,305,605,153
Bakersville,NC,1,1,0,1,1,0
Bala Cynwyd,PA,3,0,0,0,3,0
Balaton,MN,1,0,2,0,1,2
Balch Springs,TX,6,4,3,4,6,3
Bald Knob,AR,5,5,2,5,5,2
Baldwin,GA,2,0,2,0,2,2
Baldwin,IA,1,0,0,0,1,0
Baldwin,ME,1,0,1,0,1,1
Baldwin,NY,12,5,2,5,12,2
Baldwin,WI,4,0,3,0,4,3
Baldwin (county),AL,2,0,1,0,2,1
Baldwin (county),GA,2,1,1,1,2,1
Baldwin City,KS,3,4,0,4,3,0
Baldwin County,AL,1,0,1,0,1,1
Baldwin County,GA,1,1,0,1,1,0
Baldwin Park,CA,22,15,8,15,22,8
Baldwin Park (Irwindale),CA,5,0,2,0,5,2
Baldwinsville,NY,2,1,0,1,2,0
Baldwinsville (Lysander),NY,1,0,0,0,1,0
Baldwinsville (Van Buren),NY,1,0,0,0,1,0
Baldwyn,MS,4,1,2,1,4,2
Ball Ground,GA,3,3,0,3,3,0
Ballantine,MT,1,0,1,0,1,1
Ballard County,KY,1,0,1,0,1,1
Ballston Spa,NY,4,1,0,1,4,0
Ballwin,MO,5,3,2,3,5,2
Ballwin (Manchester),MO,1,1,0,1,1,0
Ballwin (Wildwood),MO,4,0,5,0,4,5
Baltic,OH,1,1,0,1,1,0
Baltic (Sprague),CT,1,0,1,0,1,1
Baltimore,MD,3943,2427,1055,2427,3943,1055
Baltimore (Hampden),MD,1,1,0,1,1,0
Baltimore (Highlandtown),MD,1,1,0,1,1,0
Baltimore (Waverly),MD,2,2,1,2,2,1
Baltimore (baltimore),MD,1,2,0,2,1,0
Baltimore (county),MD,2,1,0,1,2,0
Baltimore County,MD,9,2,1,2,9,1
Bamberg,SC,16,6,2,6,16,2
Bamberg County,SC,1,3,1,3,1,1
Bancroft,MI,1,1,0,1,1,0
Bancroft,WI,2,0,1,0,2,1
Bancroft,WV,2,0,1,0,2,1
Bandera,TX,1,0,0,0,1,0
Bandera (county),TX,2,2,0,2,2,0
Bandon,OR,2,1,0,1,2,0
Bangor,CA,3,1,1,1,3,1
Bangor,ME,26,2,4,2,26,4
Bangor,MI,2,1,1,1,2,1
Bangor,PA,4,0,2,0,4,2
Bangor (Hermon),ME,1,1,0,1,1,0
Bangor (Veazie),ME,1,0,0,0,1,0
Bangor Charter Township,MI,1,0,0,0,1,0
Banks,OR,1,0,0,0,1,0
Banks Township,PA,1,1,0,1,1,0
Banner,KY,1,0,0,0,1,0
Banning,CA,14,13,8,13,14,8
Bannock (county),ID,1,0,1,0,1,1
Baraboo,WI,9,1,0,1,9,0
Baraboo (West Baraboo),WI,1,1,0,1,1,0
Baraga County.,MI,1,0,0,0,1,0
Barbeau,MI,1,0,0,0,1,0
Barberton,OH,9,9,5,9,9,5
Barberton (Norton),OH,2,1,0,1,2,0
Barbour (county),WV,1,0,0,0,1,0
Barboursville,VA,1,0,2,0,1,2
Barboursville,WV,11,1,2,1,11,2
Barbourville,KY,5,2,2,2,5,2
Bardstown,KY,22,8,6,8,22,6
Bardwell,KY,2,2,0,2,2,0
Bargersville,IN,2,0,0,0,2,0
Barker,NY,1,0,0,0,1,0
Barling,AR,4,0,3,0,4,3
Barnardsville,NC,2,1,1,1,2,1
Barnegat,NJ,5,1,0,1,5,0
Barnegat (Barnegat Township),NJ,1,0,0,0,1,0
Barnes (county),ND,1,1,0,1,1,0
Barnes County,ND,1,0,0,0,1,0
Barneston,NE,1,1,0,1,1,0
Barnesville,GA,2,1,0,1,2,0
Barnesville,MN,2,0,0,0,2,0
Barnesville,OH,1,3,0,3,1,0
Barnesville (Somerton),OH,1,0,1,0,1,1
Barnet,VT,4,0,1,0,4,1
Barnhart,MO,3,0,3,0,3,3
Barnsdall (Wolco),OK,1,0,1,0,1,1
Barnstable,MA,18,2,1,2,18,1
Barnstable (county),MA,1,0,0,0,1,0
Barnstead,NH,1,0,0,0,1,0
Barnum,MN,2,0,0,0,2,0
Barnwell,SC,6,4,2,4,6,2
Barnwell County,SC,1,0,1,0,1,1
Baroda,MI,1,1,0,1,1,0
Barrackville,WV,1,0,0,0,1,0
Barre,MA,1,0,0,0,1,0
Barre,VT,37,2,0,2,37,0
Barre (Berlin),VT,2,0,4,0,2,4
Barre (Orange),VT,1,0,0,0,1,0
Barren (county),KY,2,3,1,3,2,1
Barren County,KY,4,1,0,1,4,0
Barrington,IL,3,2,1,2,3,1
Barrington,NH,5,0,3,0,5,3
Barrington,RI,3,1,0,1,3,0
Barron,WI,5,1,3,1,5,3
Barron (county),WI,1,0,1,0,1,1
Barrow,AK,10,1,8,1,10,8
Barrow (county),GA,2,0,1,0,2,1
Barrow County,GA,4,0,0,0,4,0
Barry,IL,1,0,1,0,1,1
Barry (county),MI,1,0,1,0,1,1
Barry (county),MO,3,0,1,0,3,1
Barry County,MI,1,0,0,0,1,0
Barry County,MO,1,0,2,0,1,2
Barry County (county),MI,1,1,0,1,1,0
Barstow,CA,17,7,3,7,17,3
Bartholomew (county),IN,6,2,0,2,6,0
Bartholomew County,IN,1,0,0,0,1,0
Bartlesville,OK,27,7,8,7,27,8
Bartlett,IL,1,0,0,0,1,0
Bartlett,NH,1,0,0,0,1,0
Bartlett,TN,6,2,0,2,6,0
Bartley,NE,1,0,0,0,1,0
Barto,PA,1,0,2,0,1,2
Barton,MD,2,0,0,0,2,0
Barton,VT,2,1,0,1,2,0
Barton (county),KS,2,1,0,1,2,0
Barton (county),MO,1,1,0,1,1,0
Bartonsville,PA,2,0,0,0,2,0
Bartow,FL,16,7,5,7,16,5
Bartow (county),GA,3,2,0,2,3,0
Bartow County,GA,1,3,2,3,1,2
Basalt,CO,1,0,0,0,1,0
Bascom,FL,2,1,3,1,2,3
Basin,WY,1,0,1,0,1,1
Basom,NY,3,1,0,1,3,0
Bass Lake,CA,1,1,0,1,1,0
Bassett,VA,6,2,1,2,6,1
Bassett,WI,1,1,0,1,1,0
Bassfield,MS,2,0,1,0,2,1
Bastrop,LA,15,10,4,10,15,4
Bastrop,TX,10,3,11,3,10,11
Bastrop (county),TX,1,0,1,0,1,1
Bastrop County,TX,2,0,1,0,2,1
Batavia,IL,1,1,0,1,1,0
Batavia,NY,9,2,0,2,9,0
Batavia,OH,2,1,0,1,2,0
Batchelor,LA,1,0,1,0,1,1
Bates (county),MO,1,0,0,0,1,0
Batesburg,SC,2,1,0,1,2,0
Batesburg (Batesburg-leesville),SC,1,1,1,1,1,1
Batesville,AR,10,4,2,4,10,2
Batesville,IN,1,0,0,0,1,0
Batesville,MS,11,6,4,6,11,4
Bath,ME,7,0,1,0,7,1
Bath,MI,1,0,0,0,1,0
Bath,NC,2,0,0,0,2,0
Bath,NH,1,0,1,0,1,1
Bath,NY,5,1,0,1,5,0
Bath,OH,2,1,0,1,2,0
Bath,PA,3,0,0,0,3,0
Bath,SC,1,1,0,1,1,0
Bath County,KY,2,0,2,0,2,2
Baton Rogue,LA,1,0,2,0,1,2
Baton Rouge,LA,868,471,339,471,868,339
Baton Rouge ,LA,14,0,0,0,14,0
Baton Rouge (Central),LA,2,0,6,0,2,6
Baton Rouge (Scotlandville),LA,3,0,1,0,3,1
Battle Creek,IA,1,0,0,0,1,0
Battle Creek,MI,175,69,20,69,175,20
Battle Creek (Springfield),MI,3,1,0,1,3,0
Battle Ground,WA,5,2,1,2,5,1
Battle Lake,MN,1,1,0,1,1,0
Battle Mountain,NV,1,0,1,0,1,1
Battleboro,NC,2,0,1,0,2,1
Battletown,KY,1,0,1,0,1,1
Bauxite,AR,3,1,1,1,3,1
Baxley,GA,2,2,2,2,2,2
Baxter,KY,1,1,0,1,1,0
Baxter,MN,8,1,1,1,8,1
Baxter,TN,5,2,1,2,5,1
Baxter (county),AR,10,1,0,1,10,0
Baxter Springs,KS,2,0,2,0,2,2
Bay,AR,3,1,1,1,3,1
Bay,FL,1,0,0,0,1,0
Bay (county),FL,1,1,0,1,1,0
Bay (county),MI,3,1,0,1,3,0
Bay City,MI,57,10,6,10,57,6
Bay City,TX,7,2,3,2,7,3
Bay County,FL,5,4,2,4,5,2
Bay Minette,AL,11,6,3,6,11,3
Bay Minette ,AL,1,0,0,0,1,0
Bay Point,CA,5,6,2,6,5,2
Bay Saint Louis,MS,18,8,6,8,18,6
Bay Saint Louis (Bay St Louis),MS,1,0,0,0,1,0
Bay Shore,NY,16,7,4,7,16,4
Bay Shore (Bayshore),NY,1,0,2,0,1,2
Bay Shore (North Bay Shore),NY,4,4,1,4,4,1
Bay Springs,MS,2,1,1,1,2,1
Bay St. Louis,MS,1,1,0,1,1,0
Bay View Gardens,IL,1,0,2,0,1,2
Bay Village,OH,5,4,0,4,5,0
Bayard,NM,2,2,0,2,2,0
Bayboro,NC,4,3,1,3,4,1
Bayfield,CO,1,0,1,0,1,1
Bayonne,NJ,19,13,0,13,19,0
Bayou Blue,LA,1,0,0,0,1,0
Bayou Chene,LA,1,0,0,0,1,0
Bayou La Batre,AL,1,0,0,0,1,0
Bayou Vista,LA,1,1,0,1,1,0
Bayport,MN,1,0,0,0,1,0
Bayport,NY,1,0,0,0,1,0
Bayshore,NJ,1,0,0,0,1,0
Bayside,CA,1,0,0,0,1,0
Bayside,NY,3,2,1,2,3,1
Bayside,TX,1,0,0,0,1,0
Baytown,TX,47,31,23,31,47,23
Baytown (Beach City),TX,1,0,2,0,1,2
Bayview,TX,1,1,0,1,1,0
Bayville,NJ,1,0,0,0,1,0
Baywood,NY,1,1,0,1,1,0
Beach,ND,1,0,1,0,1,1
Beach Park,IL,3,1,0,1,3,0
Beachwood,OH,11,2,0,2,11,0
Beachwood (Highland Hills),OH,1,1,0,1,1,0
Beachwood (Warrensville Heights),OH,5,3,5,3,5,5
Beacon,NY,14,5,2,5,14,2
Beacon Hill,WA,1,1,0,1,1,0
Bealeton,VA,1,0,0,0,1,0
Beaman,IA,1,0,0,0,1,0
Bean Station,TN,3,3,2,3,3,2
Bear,DE,34,13,6,13,34,6
Bear Creek,NC,1,0,1,0,1,1
Bear Creek,WI,1,1,0,1,1,0
Bear Creek Township,PA,1,0,1,0,1,1
Beatrice,NE,4,2,0,2,4,0
Beattyville,KY,6,1,7,1,6,7
Beaufort,MO,1,0,0,0,1,0
Beaufort,NC,5,2,0,2,5,0
Beaufort,SC,147,47,16,47,147,16
Beaufort (Ladys Island),SC,14,2,2,2,14,2
Beaufort (county),NC,4,3,0,3,4,0
Beaufort (county),SC,18,8,0,8,18,0
Beaufort County,NC,1,0,0,0,1,0
Beaufort County,SC,7,0,2,0,7,2
Beaumont,CA,8,1,3,1,8,3
Beaumont,MS,2,1,0,1,2,0
Beaumont,TX,132,59,54,59,132,54
Beaumont (Cherry Valley),CA,2,1,2,1,2,2
Beauregard (county),LA,1,0,0,0,1,0
Beaver,AK,2,0,1,0,2,1
Beaver,PA,1,0,1,0,1,1
Beaver,UT,2,0,1,0,2,1
Beaver,WA,1,0,1,0,1,1
Beaver,WV,3,2,1,2,3,1
Beaver (Glen Morgan),WV,1,1,0,1,1,0
Beaver Dam,KY,6,2,0,2,6,0
Beaver Dam,WI,11,2,2,2,11,2
Beaver Dams,NY,1,0,0,0,1,0
Beaver Falls,PA,11,13,1,13,11,1
Beavercreek,OH,4,0,2,0,4,2
Beavercreek,OR,4,1,3,1,4,3
Beaverdam,VA,2,1,1,1,2,1
Beaverhead (county),MT,2,1,1,1,2,1
Beaverhead County,MT,1,1,0,1,1,0
Beaverton,MI,2,2,1,2,2,1
Beaverton,OR,25,8,10,8,25,10
Beaverton (Aloha),OR,14,2,3,2,14,3
Beavertown,PA,1,1,0,1,1,0
Bechtelsville,PA,2,1,0,1,2,0
Becker,MN,2,1,0,1,2,0
Becker County,MN,1,0,1,0,1,1
Beckham (county),OK,1,1,0,1,1,0
Beckham County,OK,1,0,1,0,1,1
Beckley,WV,68,37,9,37,68,9
Beckley (Sprague),WV,1,0,1,0,1,1
Beckville,TX,1,0,1,0,1,1
Bedford,IA,1,0,1,0,1,1
Bedford,IN,10,4,2,4,10,2
Bedford,KY,2,1,3,1,2,3
Bedford,MA,2,3,0,3,2,0
Bedford,MI,1,0,0,0,1,0
Bedford,NH,5,1,3,1,5,3
Bedford,OH,6,2,2,2,6,2
Bedford,PA,3,0,0,0,3,0
Bedford,TX,4,0,3,0,4,3
Bedford,VA,5,2,1,2,5,1
Bedford (Bedford Heights),OH,1,0,0,0,1,0
Bedford (Fayetteville),IN,1,0,1,0,1,1
Bedford (county),PA,2,0,2,0,2,2
Bedford (county),VA,5,0,1,0,5,1
Bedford County,PA,1,0,0,0,1,0
Bedford County,TN,1,0,0,0,1,0
Bedford County,VA,6,1,3,1,6,3
Bedford Heights,OH,3,0,2,0,3,2
Bedford Park,IL,4,2,1,2,4,1
Bedias,TX,2,1,1,1,2,1
Bee County,TX,1,0,1,0,1,1
Beebe,AR,6,1,3,1,6,3
Beebe Plain,VT,1,0,0,0,1,0
Beech Bluff,TN,1,0,0,0,1,0
Beech Creek,PA,1,1,0,1,1,0
Beech Grove,IN,9,2,8,2,9,8
Beech Island,SC,34,6,5,6,34,5
Beech Mountain,NC,1,0,1,0,1,1
Beecher,IL,1,0,0,0,1,0
Beecher,MI,1,1,0,1,1,0
Beekman,NY,4,0,1,0,4,1
Beeville,TX,5,1,4,1,5,4
Beggs,OK,1,0,1,0,1,1
Beggs (Winchester),OK,1,0,1,0,1,1
Bel Air,MD,7,3,4,3,7,4
Bel Ridge,MO,1,1,0,1,1,0
Belchertown,MA,2,0,0,0,2,0
Belcourt,ND,2,0,2,0,2,2
Belding,MI,1,0,1,0,1,1
Belen,NM,5,1,3,1,5,3
Belen (Rio Communities),NM,2,0,3,0,2,3
Belfair,WA,6,0,9,0,6,9
Belfast,ME,3,0,0,0,3,0
Belfast,NY,1,1,0,1,1,0
Belfast (Waldo),ME,2,0,0,0,2,0
Belfield,ND,2,1,0,1,2,0
Belfry,KY,1,0,0,0,1,0
Belfry,MT,1,0,3,0,1,3
Belgrade,ME,5,1,1,1,5,1
Belgrade,MN,1,0,0,0,1,0
Belgrade,MO,1,0,1,0,1,1
Belgrade,MT,11,1,2,1,11,2
Belhaven,NC,2,1,1,1,2,1
Belington,WV,2,2,0,2,2,0
Bell,CA,8,3,5,3,8,5
Bell,FL,2,0,8,0,2,8
Bell (county),KY,3,0,1,0,3,1
Bell (county),TX,1,0,1,0,1,1
Bell Buckle,TN,2,0,1,0,2,1
Bell County,TX,1,0,1,0,1,1
Bell Gardens,CA,11,2,4,2,11,4
Bell Gardens (Cudahy),CA,3,1,2,1,3,2
Bella Villa,MO,1,1,0,1,1,0
Bella Vista,AR,4,1,0,1,4,0
Bella Vista,CA,1,0,4,0,1,4
Bellaire,MI,1,0,1,0,1,1
Bellaire,OH,6,2,2,2,6,2
Bellaire,TX,7,3,2,3,7,2
Bellbrook,OH,2,1,0,1,2,0
Bellbrook (Beavercreek Township),OH,1,0,1,0,1,1
Belle,WV,2,1,1,1,2,1
Belle (Quincy),WV,1,1,0,1,1,0
Belle Chasse,LA,2,0,0,0,2,0
Belle Fourche,SD,2,0,0,0,2,0
Belle Glade,FL,47,48,16,48,47,16
Belle Isle,FL,2,0,2,0,2,2
Belle Rive,IL,1,1,0,1,1,0
Belle Rose,LA,9,2,1,2,9,1
Belle Vernon,PA,7,0,1,0,7,1
Belle Vernon (Rostraver),PA,1,1,0,1,1,0
Bellefontaine,OH,2,1,0,1,2,0
Bellefonte,PA,6,1,1,1,6,1
Bellefonte (Pleasant Gap),PA,1,0,1,0,1,1
Belleview,FL,15,4,6,4,15,6
Belleville,IL,69,19,8,19,69,8
Belleville,MI,10,1,5,1,10,5
Belleville,NJ,15,4,4,4,15,4
Belleville (Shiloh),IL,1,0,0,0,1,0
Belleville (Sumpter Twp),MI,3,0,0,0,3,0
Belleville (Swansea),IL,10,1,2,1,10,2
Belleville (Van Buren Twp),MI,2,1,1,1,2,1
Bellevue,NE,14,2,2,2,14,2
Bellevue,OH,1,0,0,0,1,0
Bellevue,TX,1,0,1,0,1,1
Bellevue,WA,14,3,2,3,14,2
Bellflower,CA,22,14,14,14,22,14
Bellingham,MA,2,0,0,0,2,0
Bellingham,WA,37,8,10,8,37,10
Bellmead,TX,4,1,1,1,4,1
Bellmont,IL,1,2,0,2,1,0
Bellmore,NY,2,1,0,1,2,0
Bellmore (North Bellmore),NY,2,0,0,0,2,0
Bellows Falls,VT,6,0,0,0,6,0
Bellows Falls (Rockingham),VT,1,1,0,1,1,0
Bellport,NY,4,4,2,4,4,2
Bellport (North Bellport),NY,8,5,1,5,8,1
Belltown,WA,4,2,1,2,4,1
Bellville,TX,1,0,1,0,1,1
Bellvue,CO,4,1,1,1,4,1
Bellwood,IL,6,7,4,7,6,4
Belmont,CA,4,3,1,3,4,1
Belmont,NC,8,3,1,3,8,1
Belmont,NH,10,2,2,2,10,2
Belmont,OH,1,1,0,1,1,0
Belmont (county),OH,2,2,0,2,2,0
Belmont County,OH,1,0,1,0,1,1
Beloit,WI,97,40,16,40,97,16
Belton,MO,6,3,4,3,6,4
Belton,SC,11,5,4,5,11,4
Belton,TX,19,4,9,4,19,9
Belton (Morgans Point Resort),TX,1,0,1,0,1,1
Beltrami (county),MN,4,0,0,0,4,0
Beltrami County,MN,1,0,0,0,1,0
Beltzhoover,PA,2,1,1,1,2,1
Belvidere,IL,11,2,1,2,11,1
Bemidji,MN,40,7,3,7,40,3
Bemidji (Ten Lake),MN,1,0,0,0,1,0
Ben Bolt,TX,1,0,2,0,1,2
Ben Lomond,CA,2,1,1,1,2,1
Ben Wheeler,TX,2,1,1,1,2,1
Benbrook,TX,2,0,2,0,2,2
Bend,OR,15,7,5,7,15,5
Bend (Sunriver),OR,2,2,2,2,2,2
Benewah County,ID,2,0,2,0,2,2
Benham,KY,1,1,0,1,1,0
Benicia,CA,5,4,0,4,5,0
Bennett,NC,3,2,1,2,3,1
Bennettsville,SC,37,28,7,28,37,7
Bennington,NE,1,0,0,0,1,0
Bennington,VT,16,2,1,2,16,1
Bennington (Woodford),VT,1,0,0,0,1,0
Bensalem,PA,12,4,6,4,12,6
Bensenville,IL,1,0,1,0,1,1
Benson,AZ,3,2,0,2,3,0
Benson,MN,1,0,0,0,1,0
Benson,NC,6,1,4,1,6,4
Bent Mountain,VA,1,3,0,3,1,0
Bentley (Prospect),LA,1,0,0,0,1,0
Bentleyville,PA,2,1,2,1,2,2
Benton,AR,44,8,4,8,44,4
Benton,IL,2,1,1,1,2,1
Benton,KY,4,14,3,14,4,3
Benton,LA,3,1,1,1,3,1
Benton,ME,1,0,1,0,1,1
Benton,MO,3,0,1,0,3,1
Benton,PA,3,0,3,0,3,3
Benton,TN,1,1,0,1,1,0
Benton (Haywood City),MO,1,0,0,0,1,0
Benton (West City),IL,1,0,2,0,1,2
Benton (county),AR,3,0,0,0,3,0
Benton (county),WA,1,0,0,0,1,0
Benton City,WA,4,1,1,1,4,1
Benton County,IN,1,1,0,1,1,0
Benton County,MN,2,0,1,0,2,1
Benton County,MO,1,1,0,1,1,0
Benton Harbor,MI,52,27,19,27,52,19
Bentonville,AR,29,2,1,2,29,1
Berea,KY,9,2,1,2,9,1
Berea,OH,6,0,0,0,6,0
Berea,SC,1,1,0,1,1,0
Beresford,SD,1,0,1,0,1,1
Bergen,NY,2,1,0,1,2,0
Bergenfield,NJ,5,0,2,0,5,2
Berger,MO,1,1,0,1,1,0
Berkeley,CA,72,32,6,32,72,6
Berkeley,IL,1,0,1,0,1,1
Berkeley,MO,4,3,2,3,4,2
Berkeley,SC,1,0,0,0,1,0
Berkeley (county),SC,19,9,2,9,19,2
Berkeley (county),WV,1,0,0,0,1,0
Berkeley County,SC,5,2,2,2,5,2
Berkeley County,WV,2,0,0,0,2,0
Berkley,MA,2,0,0,0,2,0
Berks (county),PA,3,1,1,1,3,1
Berkshire,MA,1,0,0,0,1,0
Berlin,CT,6,1,2,1,6,2
Berlin,GA,1,4,0,4,1,0
Berlin,MD,1,0,2,0,1,2
Berlin,NH,4,0,0,0,4,0
Berlin,NJ,3,0,2,0,3,2
Berlin,VT,1,0,0,0,1,0
Berlin,WI,4,0,3,0,4,3
Berlin Heights,OH,1,1,0,1,1,0
Bermuda Dunes,CA,2,1,2,1,2,2
Bernalillo,NM,2,2,0,2,2,0
Bernalillo (county),NM,12,2,1,2,12,1
Bernalillo County,NM,3,2,1,2,3,1
Bernardston,MA,2,0,1,0,2,1
Bernardsville,NJ,1,0,0,0,1,0
Berne,NY,2,0,1,0,2,1
Bernice,LA,1,0,1,0,1,1
Bernville,PA,1,0,0,0,1,0
Berrien,MI,1,0,2,0,1,2
Berrien County,GA,1,0,1,0,1,1
Berrien Springs,MI,2,0,0,0,2,0
Berry,KY,1,0,0,0,1,0
Berry Creek,CA,6,6,0,6,6,0
Berryville,AR,2,0,0,0,2,0
Berthold,ND,3,0,0,0,3,0
Berthoud,CO,3,1,1,1,3,1
Bertie (county),NC,1,0,1,0,1,1
Bertie County,NC,1,0,0,0,1,0
Bertram,TX,1,1,0,1,1,0
Berwick,LA,2,0,0,0,2,0
Berwick,ME,6,1,1,1,6,1
Berwick,PA,10,5,3,5,10,3
Berwyn,IL,6,3,3,3,6,3
Bessemer,AL,94,63,38,63,94,38
Bessemer,CO,1,0,0,0,1,0
Bessemer,PA,2,2,1,2,2,1
Bessemer ,AL,1,1,0,1,1,0
Bessemer (Brighton),AL,13,13,6,13,13,6
Bessemer (Concord),AL,1,0,1,0,1,1
Bessemer (Hueytown),AL,11,8,2,8,11,2
Bessemer City,NC,5,2,1,2,5,1
Bethalto,IL,3,0,0,0,3,0
Bethany,CT,1,0,1,0,1,1
Bethany,KY,1,2,0,2,1,0
Bethany,MO,1,0,0,0,1,0
Bethany,OK,8,3,3,3,8,3
Bethany,WV,1,0,0,0,1,0
Bethel,AK,11,3,4,3,11,4
Bethel,CT,4,1,2,1,4,2
Bethel,MN,1,0,0,0,1,0
Bethel,NC,5,6,2,6,5,2
Bethel,NY,1,0,1,0,1,1
Bethel,OH,1,0,0,0,1,0
Bethel,PA,1,0,0,0,1,0
Bethel,VT,4,1,0,1,4,0
Bethel (Napaskiak),AK,1,0,1,0,1,1
Bethel (Newtok),AK,1,0,0,0,1,0
Bethel Heights,AR,1,0,0,0,1,0
Bethel Island,CA,1,1,0,1,1,0
Bethel Park,PA,1,0,0,0,1,0
Bethesda,MD,3,3,3,3,3,3
Bethlehem,GA,11,1,0,1,11,0
Bethlehem,MD,1,0,0,0,1,0
Bethlehem,NY,2,0,0,0,2,0
Bethlehem,PA,61,24,6,24,61,6
Bethlehem (Fountain Hill),PA,1,0,0,0,1,0
Bethlehem (Freemansburg),PA,1,1,0,1,1,0
Bethpage,NY,3,0,0,0,3,0
Bethpage,TN,3,2,1,2,3,1
Bethune,SC,1,0,0,0,1,0
Betsy Layne,KY,1,0,0,0,1,0
Bettendorf,IA,10,1,1,1,10,1
Bettendorf (Panorama Park),IA,1,0,0,0,1,0
Beulah,MI,1,0,0,0,1,0
Beulah,ND,2,0,0,0,2,0
Beulaville,NC,6,0,2,0,6,2
Beverly,MA,5,0,2,0,5,2
Beverly,NJ,5,3,2,3,5,2
Beverly,WA,1,0,0,0,1,0
Beverly (Edgewater Park),NJ,1,1,0,1,1,0
Beverly Hills,CA,6,2,2,2,6,2
Beverly Hills,FL,1,0,1,0,1,1
Bevington,IA,1,0,0,0,1,0
Bexar (county),TX,20,6,11,6,20,11
Bexar County,TX,8,8,2,8,8,2
Bexley,OH,1,0,0,0,1,0
Bibb (county),AL,1,0,1,0,1,1
Bibb (county),GA,5,0,0,0,5,0
Bibb County,AL,1,1,0,1,1,0
Bibb County,GA,19,9,1,9,19,1
Bickmore,WV,1,1,0,1,1,0
Bicknell,IN,1,0,2,0,1,2
Biddeford,ME,9,2,3,2,9,3
Big Bear City,CA,2,0,0,0,2,0
Big Bear Lake,CA,3,0,2,0,3,2
Big Bear Lake (Big Bear),CA,5,0,0,0,5,0
Big Beaver,PA,1,0,0,0,1,0
Big Bend,WV,1,1,1,1,1,1
Big Creek,KY,2,1,1,1,2,1
Big Flats,NY,1,0,1,0,1,1
Big Horn (county),WY,1,1,0,1,1,0
Big Lake,AK,5,2,1,2,5,1
Big Lake,MN,2,0,1,0,2,1
Big Otter,WV,1,0,0,0,1,0
Big Pine Key,FL,5,0,3,0,5,3
Big Rapids,MI,4,2,0,2,4,0
Big Rock,TN,1,0,0,0,1,0
Big Sandy,TN,1,0,1,0,1,1
Big Sandy,TX,2,1,0,1,2,0
Big Spring,TX,15,7,7,7,15,7
Big Springs,NE,1,1,1,1,1,1
Big Springs,WV,1,1,0,1,1,0
Big Stone Gap,VA,6,1,3,1,6,3
Big Sur,CA,2,0,0,0,2,0
Bigfork,MT,3,0,0,0,3,0
Biglerville,PA,1,1,0,1,1,0
Billerica,MA,3,2,1,2,3,1
Billings,MT,131,30,19,30,131,19
Billings (Lockwood),MT,2,1,0,1,2,0
Billings (county),ND,1,0,1,0,1,1
Billingsley,AL,1,1,0,1,1,0
Biloxi,MS,64,27,14,27,64,14
